ProductKey;ProductAlternateKey;ProductSubcategoryName;ProductName;ProductCategoryName;Color;SizeRange;Description;Startday
506;FR-T67Y-44;Touring Frames;LL Touring Frame - Yellow, 44;Components;Yellow;42-46 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;01/06/2018
507;FR-T67Y-50;Touring Frames;LL Touring Frame - Yellow, 50;Components;Yellow;48-52 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;01/07/2018
508;FR-T67Y-54;Touring Frames;LL Touring Frame - Yellow, 54;Components;Yellow;54-58 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;01/08/2018
509;FR-T67Y-58;Touring Frames;LL Touring Frame - Yellow, 58;Components;Yellow;54-58 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;01/09/2018
510;FR-T67U-44;Touring Frames;LL Touring Frame - Blue, 44;Components;Blue;42-46 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;01/04/2018
511;FR-M63S-40;Mountain Frames;ML Mountain Frame-W - Silver, 40;Components;Silver;38-40 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;01/01/2018
512;FR-M63S-42;Mountain Frames;ML Mountain Frame-W - Silver, 42;Components;Silver;42-46 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;01/02/2018
513;FR-M63S-46;Mountain Frames;ML Mountain Frame-W - Silver, 46;Components;Silver;42-46 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;01/03/2018
514;RB-9231;Brakes;Rear Brakes;Components;Silver;;NULL;01/04/2018
515;SE-M236;Saddles;LL Mountain Seat/Saddle;Components;;NA;Synthetic leather. Features gel for increased comfort.;01/05/2018
516;SE-M798;Saddles;ML Mountain Seat/Saddle;Components;;NA;Designed to absorb shock.;01/06/2018
517;SE-M940;Saddles;HL Mountain Seat/Saddle;Components;;NA;Anatomic design for a full-day of riding in comfort. Durable leather.;01/07/2018
518;SE-R581;Saddles;LL Road Seat/Saddle;Components;;NA;Lightweight foam-padded saddle.;01/08/2018
519;SE-R908;Saddles;ML Road Seat/Saddle;Components;;NA;Rubber bumpers absorb bumps.;01/09/2018
520;SE-R995;Saddles;HL Road Seat/Saddle;Components;;NA;Lightweight kevlar racing saddle. Leather.;01/04/2018
521;SE-T312;Saddles;LL Touring Seat/Saddle;Components;;NA;Comfortable, ergonomically shaped gel saddle.;01/01/2018
522;SE-T762;Saddles;ML Touring Seat/Saddle;Components;;NA;New design relieves pressure for long rides.;01/02/2018
523;SE-T924;Saddles;HL Touring Seat/Saddle;Components;;NA;Cut-out shell for a more comfortable ride.;01/03/2018
524;FR-M21S-42;Mountain Frames;LL Mountain Frame - Silver, 42;Components;Silver;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/04/2018
525;FR-M21S-44;Mountain Frames;LL Mountain Frame - Silver, 44;Components;Silver;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/05/2018
526;FR-M21S-48;Mountain Frames;LL Mountain Frame - Silver, 48;Components;Silver;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/06/2018
527;FR-M21S-52;Mountain Frames;LL Mountain Frame - Silver, 52;Components;Silver;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/07/2018
528;TT-M928;Tires and Tubes;Mountain Tire Tube;Accessories;;NA;Self-sealing tube.;01/08/2018
529;TT-R982;Tires and Tubes;Road Tire Tube;Accessories;;NA;Conventional all-purpose tube.;01/09/2018
530;TT-T092;Tires and Tubes;Touring Tire Tube;Accessories;;NA;General purpose tube.;01/04/2018
531;FR-M21B-42;Mountain Frames;LL Mountain Frame - Black, 42;Components;Black;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/01/2018
532;FR-M21B-44;Mountain Frames;LL Mountain Frame - Black, 44;Components;Black;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/02/2018
533;FR-M21B-48;Mountain Frames;LL Mountain Frame - Black, 48;Components;Black;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/03/2018
534;FR-M21B-52;Mountain Frames;LL Mountain Frame - Black, 52;Components;Black;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/04/2018
535;TI-M267;Tires and Tubes;LL Mountain Tire;Accessories;;NA;Comparible traction, less expensive wire bead casing.;01/05/2018
536;TI-M602;Tires and Tubes;ML Mountain Tire;Accessories;;NA;Great traction, high-density rubber.;01/06/2018
537;TI-M823;Tires and Tubes;HL Mountain Tire;Accessories;;NA;Incredible traction, lightweight carbon reinforced.;01/07/2018
538;TI-R092;Tires and Tubes;LL Road Tire;Accessories;;NA;Same great treads as more expensive tire with a less expensive wire bead casing.;01/08/2018
539;TI-R628;Tires and Tubes;ML Road Tire;Accessories;;NA;Higher density rubber.;01/09/2018
540;TI-R982;Tires and Tubes;HL Road Tire;Accessories;;NA;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;01/04/2018
541;TI-T723;Tires and Tubes;Touring Tire;Accessories;;NA;High-density rubber.;01/01/2018
542;PD-M282;Pedals;LL Mountain Pedal;Components;Silver/Black;;"Expanded platform so you can ride in any shoes; great for all-around riding.";01/02/2018
543;PD-M340;Pedals;ML Mountain Pedal;Components;Silver/Black;;Lightweight, durable, clipless pedal with adjustable tension.;01/03/2018
544;PD-M562;Pedals;HL Mountain Pedal;Components;Silver/Black;;"Stainless steel; designed to shed mud easily.";01/04/2018
545;PD-R347;Pedals;LL Road Pedal;Components;Silver/Black;;Clipless pedals - aluminum.;01/05/2018
546;PD-R563;Pedals;ML Road Pedal;Components;Silver/Black;;Lightweight aluminum alloy construction.;01/06/2018
547;PD-R853;Pedals;HL Road Pedal;Components;Silver/Black;;Top-of-the-line clipless pedals with adjustable tension.;01/07/2018
548;PD-T852;Pedals;Touring Pedal;Components;Silver/Black;;A stable pedal for all-day riding.;01/08/2018
549;FR-M63S-38;Mountain Frames;ML Mountain Frame-W - Silver, 38;Components;Silver;38-40 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;01/09/2018
550;FR-M21B-40;Mountain Frames;LL Mountain Frame - Black, 40;Components;Black;38-40 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/04/2018
551;FR-M21S-40;Mountain Frames;LL Mountain Frame - Silver, 40;Components;Silver;38-40 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;01/01/2018
552;FD-2342;Derailleurs;Front Derailleur;Components;Silver;;Wide-link design.;01/02/2018
553;HB-T721;Handlebars;LL Touring Handlebars;Components;;NA;Unique shape reduces fatigue for entry level riders.;01/03/2018
554;HB-T928;Handlebars;HL Touring Handlebars;Components;;NA;A light yet stiff aluminum bar for long distance riding.;01/04/2018
555;FB-9873;Brakes;Front Brakes;Components;Silver;;"All-weather brake pads; provides superior stopping by applying more surface to the rim.";01/05/2018
556;CS-4759;Cranksets;LL Crankset;Components;Black;;Super rigid spindle.;01/06/2018
557;CS-6583;Cranksets;ML Crankset;Components;Black;;High-strength crank arm.;01/07/2018
558;CS-9183;Cranksets;HL Crankset;Components;Black;;"Triple crankset; alumunim crank arm; flawless shifting.";01/08/2018
559;CH-0234;Chains;Chain;Components;Silver;;Superior shifting performance.;01/09/2018
560;BK-T44U-60;Touring Bikes;Touring-2000 Blue, 60;Bikes;Blue;60-62 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;01/04/2018
561;BK-T79Y-46;Touring Bikes;Touring-1000 Yellow, 46;Bikes;Yellow;42-46 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/01/2018
562;BK-T79Y-50;Touring Bikes;Touring-1000 Yellow, 50;Bikes;Yellow;48-52 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/02/2018
563;BK-T79Y-54;Touring Bikes;Touring-1000 Yellow, 54;Bikes;Yellow;54-58 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/03/2018
564;BK-T79Y-60;Touring Bikes;Touring-1000 Yellow, 60;Bikes;Yellow;60-62 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/04/2018
565;BK-T18U-54;Touring Bikes;Touring-3000 Blue, 54;Bikes;Blue;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/05/2018
566;BK-T18U-58;Touring Bikes;Touring-3000 Blue, 58;Bikes;Blue;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/06/2018
567;BK-T18U-62;Touring Bikes;Touring-3000 Blue, 62;Bikes;Blue;60-62 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/07/2018
568;BK-T18Y-44;Touring Bikes;Touring-3000 Yellow, 44;Bikes;Yellow;42-46 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/08/2018
569;BK-T18Y-50;Touring Bikes;Touring-3000 Yellow, 50;Bikes;Yellow;48-52 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/09/2018
570;BK-T18Y-54;Touring Bikes;Touring-3000 Yellow, 54;Bikes;Yellow;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/04/2018
571;BK-T18Y-58;Touring Bikes;Touring-3000 Yellow, 58;Bikes;Yellow;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/01/2018
572;BK-T18Y-62;Touring Bikes;Touring-3000 Yellow, 62;Bikes;Yellow;60-62 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/02/2018
573;BK-T79U-46;Touring Bikes;Touring-1000 Blue, 46;Bikes;Blue;42-46 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/03/2018
574;BK-T79U-50;Touring Bikes;Touring-1000 Blue, 50;Bikes;Blue;48-52 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/04/2018
575;BK-T79U-54;Touring Bikes;Touring-1000 Blue, 54;Bikes;Blue;54-58 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/05/2018
576;BK-T79U-60;Touring Bikes;Touring-1000 Blue, 60;Bikes;Blue;60-62 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;01/06/2018
577;BK-T44U-46;Touring Bikes;Touring-2000 Blue, 46;Bikes;Blue;42-46 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;01/07/2018
578;BK-T44U-50;Touring Bikes;Touring-2000 Blue, 50;Bikes;Blue;48-52 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;01/08/2018
579;BK-T44U-54;Touring Bikes;Touring-2000 Blue, 54;Bikes;Blue;54-58 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;01/09/2018
580;BK-R79Y-40;Road Bikes;Road-350-W Yellow, 40;Bikes;Yellow;38-40 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;01/04/2018
581;BK-R79Y-42;Road Bikes;Road-350-W Yellow, 42;Bikes;Yellow;42-46 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;01/01/2018
582;BK-R79Y-44;Road Bikes;Road-350-W Yellow, 44;Bikes;Yellow;42-46 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;01/02/2018
583;BK-R79Y-48;Road Bikes;Road-350-W Yellow, 48;Bikes;Yellow;48-52 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;01/03/2018
584;BK-R19B-58;Road Bikes;Road-750 Black, 58;Bikes;Black;54-58 CM;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";01/04/2018
585;BK-T18U-44;Touring Bikes;Touring-3000 Blue, 44;Bikes;Blue;42-46 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/05/2018
586;BK-T18U-50;Touring Bikes;Touring-3000 Blue, 50;Bikes;Blue;48-52 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;01/06/2018
587;BK-M38S-38;Mountain Bikes;Mountain-400-W Silver, 38;Bikes;Silver;38-40 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;01/07/2018
588;BK-M38S-40;Mountain Bikes;Mountain-400-W Silver, 40;Bikes;Silver;38-40 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;01/08/2018
589;BK-M38S-42;Mountain Bikes;Mountain-400-W Silver, 42;Bikes;Silver;42-46 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;01/09/2018
590;BK-M38S-46;Mountain Bikes;Mountain-400-W Silver, 46;Bikes;Silver;42-46 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;01/04/2018
591;BK-M18S-40;Mountain Bikes;Mountain-500 Silver, 40;Bikes;Silver;38-40 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/01/2018
592;BK-M18S-42;Mountain Bikes;Mountain-500 Silver, 42;Bikes;Silver;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/02/2018
593;BK-M18S-44;Mountain Bikes;Mountain-500 Silver, 44;Bikes;Silver;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/03/2018
594;BK-M18S-48;Mountain Bikes;Mountain-500 Silver, 48;Bikes;Silver;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/04/2018
595;BK-M18S-52;Mountain Bikes;Mountain-500 Silver, 52;Bikes;Silver;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/05/2018
596;BK-M18B-40;Mountain Bikes;Mountain-500 Black, 40;Bikes;Black;38-40 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/06/2018
597;BK-M18B-42;Mountain Bikes;Mountain-500 Black, 42;Bikes;Black;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/07/2018
598;BK-M18B-44;Mountain Bikes;Mountain-500 Black, 44;Bikes;Black;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/08/2018
599;BK-M18B-48;Mountain Bikes;Mountain-500 Black, 48;Bikes;Black;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/09/2018
600;BK-M18B-52;Mountain Bikes;Mountain-500 Black, 52;Bikes;Black;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;01/04/2018
601;BB-7421;Bottom Brackets;LL Bottom Bracket;Components;;NA;Chromoly steel.;01/01/2018
602;BB-8107;Bottom Brackets;ML Bottom Bracket;Components;;NA;"Aluminum alloy cups; large diameter spindle.";01/02/2018
603;BB-9108;Bottom Brackets;HL Bottom Bracket;Components;;NA;Aluminum alloy cups and a hollow axle.;01/03/2018
604;BK-R19B-44;Road Bikes;Road-750 Black, 44;Bikes;Black;42-46 CM;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";01/04/2018
605;BK-R19B-48;Road Bikes;Road-750 Black, 48;Bikes;Black;48-52 CM;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";01/05/2018
